Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
Vanessa Myers,39.0,13731.45,1,8.15,10.0,2011-09-27 06:52:13,"1150 Archer Point Suite 946
Marksfurt, MH 51860",Welch-Larsen,0
Beverly Hall,33.0,8556.73,0,4.21,9.0,2007-02-23 10:47:06,"145 Kelly Crest Apt. 419
Madelinehaven, OH 55835-0109","Johnson, Ingram and Hart",0
Kristin Williams,37.0,12410.67,0,6.12,6.0,2014-12-30 04:56:53,"942 Becker Inlet
West Cassandramouth, NH 64437-6741",Warner Group,0
Mrs. Sherri Zhang,48.0,11316.41,1,4.74,10.0,2008-07-19 16:08:41,"Unit 8716 Box 6865
DPO AE 33780","Rodriguez, Acosta and Guerra",0
Charles Schultz,35.0,13035.91,1,5.51,6.0,2015-09-22 23:07:05,"PSC 1774, Box 1074
APO AA 11178-4877",Vargas and Sons,0
Manuel Williams,36.0,5695.21,0,4.1,7.0,2006-05-06 01:17:08,"880 Teresa Harbors
New Deborah, PA 97964-1536",Jackson Ltd,0
Kevin Hardy,43.0,6411.25,0,2.82,7.0,2014-08-08 14:46:25,"3070 Matthew Stream Suite 892
Mendozahaven, UT 47622",Rice PLC,0
Ann Johnson,42.0,9091.99,0,5.85,6.0,2014-03-27 05:11:22,"2091 Sims Ranch
Lauraborough, KS 59292-0985",Walker Ltd,0
David Anderson,39.0,11680.91,1,6.35,7.0,2008-07-04 02:41:59,"63410 Mark Rapids
North Christopherbury, NV 91856-5125",Smith LLC,0
Nicholas Porter,44.0,8841.3,1,6.08,7.0,2008-02-04 15:07:40,"Unit 8567 Box 8741
DPO AA 63221",Thompson-Savage,0
Jose Gutierrez,51.0,7985.76,1,3.48,8.0,2006-07-28 15:47:41,"481 Andrews Freeway Apt. 222
Lake Alyssaburgh, TN 57832-1720","Smith, Phillips and Smith",0
Sarah Burns,35.0,11814.59,0,5.89,6.0,2013-06-28 13:22:40,"01740 Cynthia Rest Apt. 545
Bassburgh, MN 95437-1761",Frey-Burke,0
Dana Bailey,52.0,7077.34,1,5.6,8.0,2015-11-08 06:57:18,"61381 Cassandra Cliffs Apt. 605
West Frederickberg, PW 73455-0264","Gibson, Frost and Rivera",0
Diana Jackson,51.0,9879.37,0,3.55,10.0,2008-02-11 07:28:11,"USNS Burnett
FPO AA 61045",Stephens-Chavez,0
Scott Love,28.0,11128.95,1,5.12,8.0,2009-04-13 23:47:15,"Unit 7738 Box 0206
DPO AA 88767-0662",Williams-Johnson,0
Doris Zimmerman,40.0,11575.55,1,5.22,5.0,2015-03-10 20:16:40,"3536 Rivera Springs Suite 771
New Marcusville, HI 22211-1439",Mitchell-Adams,0
Jeffrey Trevino,37.0,13268.55,0,3.92,11.0,2016-03-08 21:48:29,"0295 Mason Vista Suite 110
Ryanbury, IA 14087",Price-Ramirez,0
Anthony Vega,44.0,9351.88,1,4.32,6.0,2011-08-16 19:16:12,"PSC 9086, Box 2290
APO AP 24944-0330",Hall Group,0
James Owen,43.0,9735.41,0,6.12,8.0,2010-10-27 18:11:23,"802 Jeffrey Valleys
Kevinbury, WV 86701-9336","Olson, Ortega and Hester",0
Aaron Meyer,45.0,9598.03,0,5.0,7.0,2010-07-17 03:30:38,"35821 Bailey Skyway
Alexisstad, NH 81472","Steele, Bates and Lane",0
Holly Hill,43.0,5805.53,0,5.44,5.0,2014-11-27 17:12:25,"6985 Kevin Flat
South Debra, CO 13171",Shaw LLC,0
Andrew Leonard,41.0,14099.03,1,4.56,7.0,2016-03-02 16:50:06,"Unit 6154 Box 5113
DPO AP 65306-0703","Cruz, Carter and Washington",0
Jessica Leon,49.0,8523.04,1,4.15,5.0,2014-09-03 01:12:14,"PSC 3040, Box 9946
APO AP 11064-1547",Williams-Moreno,0
Amy Garcia,42.0,6406.38,0,3.0,9.0,2007-03-09 23:50:39,"12223 Sean Valley Suite 960
Johnland, IA 33208",Barker Ltd,0
John Nixon,48.0,5622.5,0,6.05,7.0,2012-07-11 04:58:33,"7186 Justin Locks Apt. 232
Stevenmouth, CT 17609-9525",French-Miller,0
Deanna Henry,47.0,6670.37,0,2.55,9.0,2010-03-29 20:16:38,"62894 Summer Village Suite 944
Port Elizabeth, ID 67244-9988","Jones, Collins and Adams",0
Jeremy Singleton,46.0,13547.39,0,2.67,8.0,2012-04-20 23:59:35,"067 Samuel Greens
New Prestonchester, DC 50364-5698",Mckinney-Thompson,0
Kara Anderson,47.0,9182.81,1,6.45,11.0,2012-04-14 02:53:19,"19845 Hudson Mission
Michaelmouth, GA 90290","Douglas, Fleming and Munoz",0
Kelly Braun,42.0,9741.19,1,3.85,9.0,2009-12-14 05:47:16,"080 Brewer Ports Suite 299
Erinmouth, TX 28755","Mosley, Tate and Blankenship",0
Amanda Wade,39.0,8880.17,0,4.0,8.0,2011-03-05 06:46:38,"869 Kathleen Dam Apt. 113
East Robertshire, SC 50012-1080","Jordan, Beasley and Moore",0
Jason West,45.0,13122.89,0,5.84,6.0,2016-04-03 12:55:26,"6239 Timothy Overpass
Carmenhaven, FM 05708-0772",Santiago-Waller,0
Adam Moore,41.0,12659.88,0,4.55,4.0,2010-01-22 19:08:48,"339 Jeffrey River Suite 638
Fergusonville, DC 25987","Little, White and Davis",0
Brandon Ortiz,37.0,8286.87,1,6.25,8.0,2007-12-13 12:23:32,"276 Thompson Field Apt. 992
South Victoriaton, SC 12848-8182",Ewing Group,0
Cindy Marshall,37.0,9229.96,0,3.65,8.0,2015-12-30 19:11:01,"393 Stephens Field
South Michelleside, MI 26930",Gomez-Clarke,0
Matthew Barnes,45.0,4863.73,1,5.17,8.0,2011-07-19 18:41:42,"00154 Ashley Course
Shannonville, UT 52907",Chavez-Howard,0
Paul Miller,42.0,12800.82,1,3.62,8.0,2007-12-01 13:29:34,"9316 Julian Fort Suite 328
North Leslie, ME 43961",Evans-Lucero,0
Natalie Hodges,52.0,9893.92,0,6.91,7.0,2008-12-28 15:23:58,"8419 William Square Apt. 695
Martinville, RI 34133",Perry and Sons,0
Ana Smith,45.0,12056.18,0,5.46,4.0,2014-06-20 05:10:09,"Unit 8633 Box 8738
DPO AA 14126-5026",Schneider-Smith,0
Justin Leonard,51.0,6517.93,1,5.47,10.0,2012-05-30 00:15:43,"49800 Torres Ways Suite 886
West Bradleybury, LA 05945-2648",Robles-Abbott,0
Joseph Williams,39.0,9315.6,1,5.02,10.0,2010-09-25 12:16:08,"27252 Olivia Burgs
Rivasmouth, MN 80121-6348",Davis Group,0
